17
11
11
10
10
17
19
12
14
15
9
7
17
10
10
11
7
13
11
9
14
6
13
17
16
14
11
10
11
17
11
21
9
20
9
19
13
11
18
16
11
18
8
16
14
12
15
9
12
13
12
12
16
16
18
10
17
16
15
12
16
10
14
12
21
15
18
12
10
26
17
18
18
13
12
11
12
23
14
17
16
22
10
11
18
14
9
18
17
10
16
11
19
21
11
18
21
15
11
17
17
20
18
10
7
15
2
4
1
